date_scraped,listing_type,expose_url,title,street,zipcode,cold_rent,warm_rent,rooms,square_meter,house_type,floor,year_built,object_condition,heating_type,pets_allowed,has_parking
01/06/2020,Wohnung mieten,https://www.immobilienscout24.de/expose/118878826,"möblierte, sanierte 3-Zimmerwohnung mit Balkon und EBK am Fritz-Schloß-Park","Dreysestraße 5,","10559 Berlin, Tiergarten (Tiergarten)","1698,85","1698,85",3,"85,07",Etagenwohnung,3 von 6,1976,Saniert,Zentralheizung,Nach Vereinbarung,Außenstellplatz
01/06/2020,Wohnung mieten,https://www.immobilienscout24.de/expose/118869478,ERSTBEZUG - MITTEN IN BERLIN,"Wallstraße 20,","10179 Berlin, Mitte (Mitte)",1257,"1445,55",2,63,,4 von 7,2019,Erstbezug,Fernwärme,Nein,
01/06/2020,Wohnung mieten,https://www.immobilienscout24.de/expose/118834870,"Friedrichshain: Möblierte Einheit zur temporären Anmietung, ca. 47 m², ab 1 - 6 Monate per SOFORT",,"10245 Berlin Friedrichshain, Friedrichshain (Friedrichshain)",1100,1400,2,"47,14",Erdgeschosswohnung,,1910,Saniert,Zentralheizung,Nach Vereinbarung,
01/06/2020,Wohnung mieten,https://www.immobilienscout24.de/expose/118834892,"Friedrichshain: Möblierte Einheit zur temporären Anmietung, ca. 47 m², ab 1 - 6 Monate per SOFORT",,"10245 Berlin Friedrichshain, Friedrichshain (Friedrichshain)",1100,1400,2,"47,14",,,1910,Saniert,Zentralheizung,Nach Vereinbarung,
01/06/2020,Wohnung mieten,https://www.immobilienscout24.de/expose/118835931,"möbliertes, helles 2 Raum Apartment direkt im Trendbezirk Mitte","Invalidenstrasse 1,","10115 Berlin, Mitte (Mitte)","2154,24","2356,20",2,"67,32",,2 von 5,2018,Saniert,Zentralheizung,Nein,
01/06/2020,Wohnung mieten,https://www.immobilienscout24.de/expose/118836750,Entspannt wohnen in der Berlins goldenen Mitte,"Wallstrasse 21,","10179 Berlin, Mitte (Mitte)",1550,1800,2,"45,62",Etagenwohnung,1 von 7,2020,Erstbezug,Fußbodenheizung,Nach Vereinbarung,
01/06/2020,Wohnung mieten,https://www.immobilienscout24.de/expose/118842864,"Stilvolle, geräumige 1,5-Zimmer-WG mit Balkon, EBK, gem. Dachterasse Kü + Sauna in Kreuzberg, Berlin",,"10961 Berlin, Kreuzberg (Kreuzberg)",1350,1350,"1,5",63,Sonstige,5 von 7,2015,Neuwertig,Blockheizkraftwerke,Nein,
01/06/2020,Wohnung mieten,https://www.immobilienscout24.de/expose/118843467,Helle 4-Zimmer-Wohnung im wunderschönen Wohnkomplex The Garden!,"Chausseestraße 57,","10115 Berlin, Mitte (Mitte)","1472,50",1781,4,"96,85",Etagenwohnung,2 von 7,2016,,Fußbodenheizung,Nach Vereinbarung,Tiefgaragen-Stellplatz
01/06/2020,Wohnung mieten,https://www.immobilienscout24.de/expose/118854853,Schöne Neubauwohnung in Berlin-Mitte! EBK!,,"10115 Berlin, Mitte (Mitte)",1496,1856,2,97,Etagenwohnung,1,2016,Saniert,Fernwärme,,1 Tiefgaragen-Stellplatz
01/06/2020,Wohnung mieten,https://www.immobilienscout24.de/expose/118855508,"Erstbezug: Luxus Neubau Wohnung mit drei Zimmern, 2 Bädern, SüdBalkon und Einbauküche","Lehrter Straße 5,","10557 Berlin, Tiergarten (Tiergarten)",1750,2050,3,89,Etagenwohnung,2 von 5,2020,Neuwertig,Fußbodenheizung,Nein,1 Tiefgaragen-Stellplatz
01/06/2020,Wohnung mieten,https://www.immobilienscout24.de/expose/118855517,Beautiful & furnished alt-bau apartment in Neukölln (4 months only!),"Leykestraße 1,","12053 Berlin, Neukölln (Neukölln)",1300,1500,2,80,Dachgeschoss,3 von 4,,Modernisiert,,,
01/06/2020,Wohnung mieten,https://www.immobilienscout24.de/expose/118867498,"Neuwertige 2-Raum-Wohnung mit 2 Terrassen und Einbauküche in Berlin-Tiergarten, 10 min bis Hbf","Lehrter Straße 25c,","10117 Berlin, Tiergarten (Tiergarten)",850,1000,2,53,Erdgeschosswohnung,1 von 6,2018,Neuwertig,,Nach Vereinbarung,
01/06/2020,Wohnung mieten,https://www.immobilienscout24.de/expose/118867857,New attic apartment on the 6th floor with views over the city,"Onckenstr. 18,","12059 Berlin, Neukölln (Neukölln)",1375,1570,3,"76,42",Etagenwohnung,6 von 6,2019,Neuwertig,Fußbodenheizung,,
01/06/2020,Wohnung mieten,https://www.immobilienscout24.de/expose/118829432,"++Barrierefreie Wohnung ab 60 Jahre++Wohnberechtigungsschein für ""ältere Menschen"" erforderlich++","Rudi-Dutschke-Str. 28,","10969 Berlin, Kreuzberg (Kreuzberg)","542,45","777,45",2,"73,52",Etagenwohnung,2,1986,Gepflegt,Zentralheizung,,
01/06/2020,Wohnung mieten,https://www.immobilienscout24.de/expose/118833912,"MÖBLIERT, ZENTRAL, MITTENDRIN - Appartment in Fhain","Stralauer Platz 37,","10243 Berlin - Friedrichshain, Friedrichshain (Friedrichshain)","879,56","979,51",1,"39,98",Etagenwohnung,10 von 11,,Neuwertig,Fußbodenheizung,Nein,
01/06/2020,Wohnung mieten,https://www.immobilienscout24.de/expose/118834374,"Friedrichshain: Möblierte Einheit zur temporären Anmietung, ca. 90 m², ab 1 - 6 Monate per SOFORT",,"10245 Berlin Friedrichshain, Friedrichshain (Friedrichshain)",2000,2500,3,90,Erdgeschosswohnung,,1910,Saniert,Zentralheizung,Nach Vereinbarung,
01/06/2020,Wohnung mieten,https://www.immobilienscout24.de/expose/118834446,"Friedrichshain: Möblierte Einheit zur temporären Anmietung, ca. 90 m², ab 1 - 6 Monate per SOFORT",,"10245 Berlin Friedrichshain, Friedrichshain (Friedrichshain)",2000,2500,3,90,Erdgeschosswohnung,,1910,Saniert,Zentralheizung,Nach Vereinbarung,
01/06/2020,Wohnung mieten,https://www.immobilienscout24.de/expose/118834483,"Friedrichshain: Möblierte Einheit zur temporären Anmietung, ca. 90 m², ab 1 - 6 Monate per SOFORT",,"10245 Berlin Friedrichshain, Friedrichshain (Friedrichshain)",2000,2500,3,90,,,1910,Saniert,Zentralheizung,Nach Vereinbarung,
01/06/2020,Wohnung mieten,https://www.immobilienscout24.de/expose/118834778,"Friedrichshain: Möblierte Einheit zur temporären Anmietung, ca. 47 m², ab 1 - 6 Monate per SOFORT",,"10245 Berlin Friedrichshain, Friedrichshain (Friedrichshain)",1100,1400,2,"47,14",Erdgeschosswohnung,,1910,Saniert,Zentralheizung,Nach Vereinbarung,
01/06/2020,Wohnung mieten,https://www.immobilienscout24.de/expose/118834808,"Friedrichshain: Möblierte Einheit zur temporären Anmietung, ca. 47 m², ab 1 - 6 Monate per SOFORT",,"10245 Berlin Friedrichshain, Friedrichshain (Friedrichshain)",1100,1400,2,"47,14",Erdgeschosswohnung,,1910,Saniert,Zentralheizung,Nach Vereinbarung,
01/06/2020,Wohnung mieten,https://www.immobilienscout24.de/expose/118825369,"FRIEDRICHSHAIN: Neue Bahnhofstr: LUXUS Möblierte 2-Zi-EG-Whg, 54 m² per 01.09.2020 zu VERMIETEN",,"10245 Berlin Friedrichshain, Friedrichshain (Friedrichshain)",799,1199,2,54,Erdgeschosswohnung,,1998,Saniert,Zentralheizung,Nach Vereinbarung,
01/06/2020,Wohnung mieten,https://www.immobilienscout24.de/expose/118789780,"Studio apartment in very new (2018) building in Berlin-Neukölln, close to U8 line","Flughafenstr. 72,","12049 Berlin, Neukölln (Neukölln)",500,650,1,21,Sonstige,5 von 5,,Neuwertig,,Nein,
01/06/2020,Wohnung mieten,https://www.immobilienscout24.de/expose/118790711,Möblierte 1-Zimmer Wohnung zur Zwischenmiete,,"10437 Berlin, Prenzlauer Berg (Prenzlauer Berg)",900,900,1,43,Etagenwohnung,2 von 4,,,,Nein,
01/06/2020,Wohnung mieten,https://www.immobilienscout24.de/expose/118798031,Möblierte 1 Zimmerwohnung am Rosenthaler Platz,,"10119 Berlin, Mitte (Mitte)",650,850,1,26,,1 von 3,1908,Saniert,Gas-Heizung,Nein,
01/06/2020,Wohnung mieten,https://www.immobilienscout24.de/expose/118801588,Urbanes Lebensgefühl mit Spreeblick im Hansaviertel,"Bachstraße 1,","10555 Berlin, Tiergarten (Tiergarten)",1110,1629,2,57,Etagenwohnung,4 von 15,,Erstbezug,Zentralheizung,,1 Stellplatz
01/06/2020,Wohnung mieten,https://www.immobilienscout24.de/expose/118821716,"Schöne Wohnung mit zwei Zimmern sowie Balkon und Einbauküche in Neukölln, Berlin","Delbrückstraße 43,","12051 Berlin, Neukölln (Neukölln)",1112,1367,2,65,Etagenwohnung,4 von 5,,,Fußbodenheizung,Ja,
01/06/2020,Wohnung mieten,https://www.immobilienscout24.de/expose/118822212,"1-Zimmer Apartment für Studenten, Praktikanten, Auszubildende","Köpenicker Str. 43,","10179 Berlin, Mitte (Mitte)",576,749,1,22,Sonstige,3 von 6,,,,Nein,
01/06/2020,Wohnung mieten,https://www.immobilienscout24.de/expose/118822393,Gesundbrunnen - Perfekte 3 Zimmerwohnung - Wannenbad- ca. 69 m² - 971 € warm,"Hochstraße 11A,","13357 Berlin, Wedding (Wedding)",788,971,3,"68,74",Erdgeschosswohnung,,1958,Modernisiert,Zentralheizung,Nach Vereinbarung,
01/06/2020,Wohnung mieten,https://www.immobilienscout24.de/expose/118824631,"Mitte, sonnige DG-Maisonette-Wohnung nahe Arkonaplatz, 40 m²+9m² Schlafgalerie","Rheinsberger Straße 60,","10115 Berlin, Mitte (Mitte)",479,549,1,40,Maisonette,5 von 5,,Saniert,Etagenheizung,Nein,
01/06/2020,Wohnung mieten,https://www.immobilienscout24.de/expose/118824675,möbliertes Wohnen im Herzen von Friedrichshain/ furnished Apartment in the Heart of Friedrichhain,"Simon-Dach-Straße 22,","10245 Berlin, Friedrichshain (Friedrichshain), Berlin",799,999,2,48,Erdgeschosswohnung,,1906,Saniert,Zentralheizung,Nein,
01/06/2020,Wohnung mieten,https://www.immobilienscout24.de/expose/118825302,"FRIEDRICHSHAIN: Neue Bahnhofstr: LUXUS Möblierte 2-Zi-EG-Whg, 54 m² per 01.09.2020 zu VERMIETEN",,"10245 Berlin Friedrichshain, Friedrichshain (Friedrichshain)",799,1199,2,54,,,1998,Saniert,Zentralheizung,Nach Vereinbarung,
01/06/2020,Wohnung mieten,https://www.immobilienscout24.de/expose/118750322,"Gemütliche, helle Altbauwohnung nahe Rosenthaler Platz","Linienstraße 50,","10119 Berlin, Mitte (Mitte)",996,1079,1,45,Sonstige,2 von 5,,,,,
01/06/2020,Wohnung mieten,https://www.immobilienscout24.de/expose/118751355,Altbauwohnung [Neubau: 168m² Gesamtfläche] direkt im Wrangelkiez,"Oppelner Str. 9,","10997 Berlin, Kreuzberg (Kreuzberg)",1833,1993,3,168,Etagenwohnung,4 von 5,1874,Erstbezug nach Sanierung,Etagenheizung,,
01/06/2020,Wohnung mieten,https://www.immobilienscout24.de/expose/118771753,"Erstbezug: 2-Zimmer-Dachgeschossneubauwohnung zwischen Platane & Kastanie, Kreuzberg",,"10997 Berlin, Kreuzberg (Kreuzberg)",1800,1800,2,"98,5",Dachgeschoss,5 von 5,1870,Erstbezug,Gas-Heizung,Nach Vereinbarung,
01/06/2020,Wohnung mieten,https://www.immobilienscout24.de/expose/118772774,"Erstbezug: 2-Zimmer-Dachgeschosswohnung mit Terrasse und Blick auf Hofkastanie, Kreuzberg",,"10997 Berlin Kreuzberg, Kreuzberg (Kreuzberg)",1800,1800,2,"105,3",Dachgeschoss,5 von 5,1870,Erstbezug,Gas-Heizung,Nach Vereinbarung,
01/06/2020,Wohnung mieten,https://www.immobilienscout24.de/expose/118777943,"Ehemalige Brauerei am Viktoriapark! Wohnung mit Flair! Balkon, Terrasse, EBK, Wannenbad, Gästebad!!","Eberhard-Roters-Platz 12,","10965 Berlin, Kreuzberg (Kreuzberg)","1817,20","2319,53",3,"129,8",Etagenwohnung,,1857,,,,1 Stellplatz
01/06/2020,Wohnung mieten,https://www.immobilienscout24.de/expose/118782397,Erstbezug im Penthouse: Wohnen mit allen Sinnen in WAVE -spektakuläre Blicke garantiert.,"Stralauer Allee 13,","10245 Berlin, Friedrichshain (Friedrichshain)",4995,5645,4,"219,97",Penthouse,6 von 6,2019,Erstbezug,Fußbodenheizung,,2 Tiefgaragen-Stellplätze
01/06/2020,Wohnung mieten,https://www.immobilienscout24.de/expose/118784079,Maximales Wohngefühl mit tollem Blick auf die Spree & Oberbaumbrücke + privater Dachscholle,"Stralauer Allee 14,","10245 Berlin, Friedrichshain (Friedrichshain)",2950,3320,4,"125,41",Etagenwohnung,5 von 6,2019,Erstbezug,Fußbodenheizung,,2 Tiefgaragen-Stellplätze
01/06/2020,Wohnung mieten,https://www.immobilienscout24.de/expose/118788062,Moderne 2-Zimmer Wohnung im Herzen von Berlin,"Wassergasse 2,","10179 Berlin / Mitte, Mitte (Mitte)",1590,1830,2,"77,03",,2,,,,,
01/06/2020,Wohnung mieten,https://www.immobilienscout24.de/expose/118788154,Moderne 2-Zimmer Wohnung mit 2 Balkone im Herzen von Berlin,"Wassergasse 2,","10179 Berlin / Mitte, Mitte (Mitte)",1640,1890,2,"80,46",Etagenwohnung,1,,,,,
01/06/2020,Wohnung mieten,https://www.immobilienscout24.de/expose/118750302,Furnished Rooftop Loft with bright Terrace in Berlin Mitte,"Templiner Straße 00,","10119 Berlin, Prenzlauer Berg (Prenzlauer Berg)",1490,1490,"1,5",69,Dachgeschoss,4 von 4,,,Zentralheizung,Nein,
01/06/2020,Wohnung mieten,https://www.immobilienscout24.de/expose/118696702,HOMESK - Erstbezug! Helle 3-Zimmer Neubauwohnung mit Balkon,"Delbrückstraße 41,","12051 Berlin, Neukölln (Neukölln)",1392,1753,3,92,Etagenwohnung,1 von 5,2018,Erstbezug,Fußbodenheizung,Nach Vereinbarung,20 Tiefgaragen-Stellplätze
01/06/2020,Wohnung mieten,https://www.immobilienscout24.de/expose/118709683,"Glasgower Straße 28, 13349 Berlin","Glasgower Straße 28,","13349 Berlin, Wedding (Wedding)",1000,1150,2,50,Etagenwohnung,,,,Zentralheizung,,
01/06/2020,Wohnung mieten,https://www.immobilienscout24.de/expose/118712441,Neu 2 Zimmer-rooms - nice furnished-möbliert - Miele-Küche - Potsdamer Platz - HIGH-PARK - Wlan,"Gabriele-Tergit-Promenade 21,","10963 berlin, Tiergarten (Tiergarten)",1495,1625,2,55,Etagenwohnung,6 von 13,2018,Erstbezug,Fußbodenheizung,Nein,
01/06/2020,Wohnung mieten,https://www.immobilienscout24.de/expose/118714915,Sonnige 1-Zimmer Wohnung im Bergmannkiez,"Zossener Str. 8,","10961 Berlin, Kreuzberg (Kreuzberg)",840,990,1,50,Etagenwohnung,3 von 5,1900,Vollständig renoviert,Etagenheizung,Nach Vereinbarung,
01/06/2020,Wohnung mieten,https://www.immobilienscout24.de/expose/118722938,"Stilvolle 3-Zimmer-Wohnung in Friedrichshain, Berlin","Mühsamstraße 67,","10249 Berlin, Friedrichshain (Friedrichshain)",1300,"1467,50",3,83,Etagenwohnung,1 von 5,1905,Neuwertig,Nachtspeicheröfen,Nein,
01/06/2020,Wohnung mieten,https://www.immobilienscout24.de/expose/118726735,Der Himmel über Berlin! Luxury Suite of the 16th Floor by Centeral Realway Station,"Lehrter Straße 24,","10557 Berlin, Tiergarten (Tiergarten)",720,970,1,23,Sonstige,16 von 18,2020,Erstbezug,Fußbodenheizung,Nein,
01/06/2020,Wohnung mieten,https://www.immobilienscout24.de/expose/118742349,Weserkiez - schöne 1 Zimmerwohnung - Badewanne - Laminat - ca. 33 m² - 652 € warm,"Weserstr. 153,","12045 Berlin, Neukölln (Neukölln)",573,652,1,"34,5",Etagenwohnung,3,1900,Modernisiert,Zentralheizung,Nach Vereinbarung,
01/06/2020,Wohnung mieten,https://www.immobilienscout24.de/expose/118743591,"Erstbezug: Gehobene 3-Zimmer-Wohnung mit EBK, Loggia, Dachterasse, GYM und Concierge in Mitte","Voltairestraße 11,","10179 Berlin, Mitte (Mitte)",1989,2459,3,"93,11",Etagenwohnung,2 von 18,2020,Erstbezug,Fußbodenheizung,,1 Tiefgaragen-Stellplatz
01/06/2020,Wohnung mieten,https://www.immobilienscout24.de/expose/118748289,Gesucht: Nachmieter für Luxus Apartment im Scheunenviertel mit bodentiefen Fenstern,"Linienstraße 221,","10119 Berlin, Mitte (Mitte)",1060,1205,2,"48,08",Etagenwohnung,2 von 5,,,Fußbodenheizung,Nach Vereinbarung,
01/06/2020,Wohnung mieten,https://www.immobilienscout24.de/expose/118748756,Traumhaft schönes Apartment mit Spreeblick!,"Bachstraße 1,","10555 Berlin, Tiergarten (Tiergarten)",1340,1929,2,67,Etagenwohnung,6 von 15,,Erstbezug,Zentralheizung,,1 Stellplatz
01/06/2020,Wohnung mieten,https://www.immobilienscout24.de/expose/118749183,Beautiful 2-Zimmer-Wohnung in Kreuzberg (Urbanstr.),,"10967 Berlin, Kreuzberg (Kreuzberg)",1257,1416,"1,5",65,,,,,,,
01/06/2020,Wohnung mieten,https://www.immobilienscout24.de/expose/118643477,Hoch oben - Penthouse Traum // EBK + ZWEI Balkone + Erstbezug + Tageslichtbad,"Heidestraße 19,","10557 Berlin, Tiergarten (Tiergarten)","1783,99","2075,65",3,"97,22",Penthouse,5 von 6,2019,Erstbezug,Fernwärme,Nach Vereinbarung,
01/06/2020,Wohnung mieten,https://www.immobilienscout24.de/expose/118643637,Penthouse // EBK + ZWEI Balkone + Erstbezug + Tageslichtbad,"Heidestraße 19,","10557 Berlin, Tiergarten (Tiergarten)","1810,23","2106,18",3,"98,65",Penthouse,5 von 6,2019,Erstbezug,Fernwärme,Nach Vereinbarung,
01/06/2020,Wohnung mieten,https://www.immobilienscout24.de/expose/118644120,"Helle, möblierte 3-Zimmer-Wohnung in Berlin-Mitte (Hochparterre)","Fürstenberger Str. 3,","10435 Berlin, Mitte (Mitte)",1250,1370,3,65,Hochparterre,1 von 1,1953,Modernisiert,Etagenheizung,,
01/06/2020,Wohnung mieten,https://www.immobilienscout24.de/expose/118652386,"Helle, freundliche 4-Zimmer-Wohnung mit Balkon und Einbauküche auf dem Kindl-Areal",,"12053 Berlin, Neukölln (Neukölln)",1700,2045,4,99,Etagenwohnung,4 von 5,2017,Neuwertig,Fußbodenheizung,Nach Vereinbarung,1 Tiefgaragen-Stellplatz
01/06/2020,Wohnung mieten,https://www.immobilienscout24.de/expose/118686189,"Erstbezug 4.OG, super zentral mit Blick auf den Spandauer Schifffahrtskanal und den Fernsehturm","Otto-Weidt-Platz 16,","10557 Berlin, Mitte (Mitte)",1570,1990,3,"80,46",Etagenwohnung,4 von 5,,Erstbezug,Fußbodenheizung,Nein,1 Tiefgaragen-Stellplatz
01/06/2020,Wohnung mieten,https://www.immobilienscout24.de/expose/118696027,HOMESK - Erstbezug! Helle 2-Zimmer Wohnung mit Loggia im Neubau-Quartier,"Delbrückstraße 41,","12051 Berlin, Neukölln (Neukölln)","964,98","1223,98",2,66,Hochparterre,0 von 6,2018,Erstbezug,Fußbodenheizung,Nach Vereinbarung,20 Tiefgaragen-Stellplätze
01/06/2020,Wohnung mieten,https://www.immobilienscout24.de/expose/118643425,"4 Zimmer Wohnung. Fußbodenheizung, Hauswirtschaftsraum, Keller. Zentral.","Klara-Franke-Straße 8,","10557 Berlin, Tiergarten (Tiergarten)",1850,2150,4,"108,33",Etagenwohnung,,2018,Neuwertig,,,1 Tiefgaragen-Stellplatz
01/06/2020,Wohnung mieten,https://www.immobilienscout24.de/expose/118626609,Helle 4 Zimmer DG-Wohnung mit Aussicht,"Nansenstr. 31,","12047 Berlin, Neukölln (Neukölln)",2650,2950,4,119,Dachgeschoss,5 von 5,1890,Erstbezug,Solar-Heizung,Nach Vereinbarung,
01/06/2020,Wohnung mieten,https://www.immobilienscout24.de/expose/118629190,"Erstbezug: ansprechende Loft-DG-Wohnung mit Einbauküche und Balkon in Neukölln, Berlin","Plügerstr. 19,","12047 Berlin, Neukölln (Neukölln)",1250,1370,2,62,Dachgeschoss,5 von 5,1890,Erstbezug,Solar-Heizung,Nach Vereinbarung,
01/06/2020,Wohnung mieten,https://www.immobilienscout24.de/expose/118640872,Gemütliche Wohnung lädt zum Verweilen ein!!,"Mariendorfer Weg 34,","12051 Berlin, Neukölln (Neukölln)","984,99","1198,50",2,"71,17",Etagenwohnung,1 von 4,1917,Erstbezug,Fernwärme,Nach Vereinbarung,1 Tiefgaragen-Stellplatz
01/06/2020,Wohnung mieten,https://www.immobilienscout24.de/expose/118640950,3 Raum Erdgeschoss Wohnung in Berlin Mitte zu vermieten,"Krausenstr. 66,","10117 Berlin, Mitte (Mitte)","837,50","1062,50",3,"76,15",Erdgeschosswohnung,0,1987,,,,
01/06/2020,Wohnung mieten,https://www.immobilienscout24.de/expose/118640972,Tolle Wohnung im Wohnpark St. Marien!!,"Mariendorfer Weg 34,","12051 Berlin, Neukölln (Neukölln)","1030,29","1249,50",2,"73,07",Etagenwohnung,2 von 4,1917,Erstbezug,Fernwärme,Nach Vereinbarung,1 Tiefgaragen-Stellplatz
01/06/2020,Wohnung mieten,https://www.immobilienscout24.de/expose/118641073,Großzügig geschnittene Wohnung für die ganze Familie!!,"Mariendorfer Weg 34,","12051 Berlin, Neukölln (Neukölln)","1755,16","2126,23",3,"123,69",Etagenwohnung,0 von 4,1917,Erstbezug,Fernwärme,Nach Vereinbarung,1 Tiefgaragen-Stellplatz
01/06/2020,Wohnung mieten,https://www.immobilienscout24.de/expose/118641226,Große und geräumige Wohnung mit viel Tageslicht!!,"Mariendorfer Weg 34,","12051 Berlin, Neukölln (Neukölln)","1743,59","2117,75",3,"124,72",Etagenwohnung,2 von 4,1917,Erstbezug,Fernwärme,Nach Vereinbarung,1 Tiefgaragen-Stellplatz
01/06/2020,Wohnung mieten,https://www.immobilienscout24.de/expose/118641974,Schöne 3Zi. - Whg. inkl. Balkon / EBK / Erstbezug!!!,"Heidestraße 19,","10557 Berlin, Tiergarten (Tiergarten)","1597,13","1852,67",3,"85,18",Etagenwohnung,1 von 6,2019,Erstbezug,Fernwärme,Nach Vereinbarung,
01/06/2020,Wohnung mieten,https://www.immobilienscout24.de/expose/118642147,Traumhafte Dreiraumwohnung // Balkon / EBK / Erstbezug!!!,"Heidestraße 19,","10557 Berlin, Tiergarten (Tiergarten)","1593,38","1848,32",3,"84,98",Etagenwohnung,2 von 6,2019,Erstbezug,Fernwärme,Nach Vereinbarung,
01/06/2020,Wohnung mieten,https://www.immobilienscout24.de/expose/118642282,Klassewohnung auf 85 m² // Balkon / EBK / Erstbezug!!!,"Heidestraße 19,","10557 Berlin, Tiergarten (Tiergarten)","1658,89","1915,42",3,"85,51",Etagenwohnung,4 von 6,2019,Erstbezug,Fernwärme,Nach Vereinbarung,
01/06/2020,Wohnung mieten,https://www.immobilienscout24.de/expose/118642476,Komfort auf 2 Zimmer!!! // EBK + ZWEI Balkone + Erstbezug + Tageslichtbad,"Heidestraße 19,","10557 Berlin, Tiergarten (Tiergarten)","1205,34","1404,57",2,"66,41",Erdgeschosswohnung,3 von 5,2019,Erstbezug,Fernwärme,Nach Vereinbarung,
01/06/2020,Wohnung mieten,https://www.immobilienscout24.de/expose/118589247,"Gepflegte 2-Zimmer-Wohnung mit Einbauküche in Kreuzberg, Berlin","Fichtestr. 2,","10967 Berlin, Kreuzberg (Kreuzberg)",1190,1390,2,56,Etagenwohnung,3 von 5,,Gepflegt,Etagenheizung,Nein,
01/06/2020,Wohnung mieten,https://www.immobilienscout24.de/expose/118605949,"ERSTBEZUG! 3 Zimmer-Neubauwohnung nahe dem Berliner Tiergarten! Große Terrasse, EBK, NEUBAU!",,"10785 Berlin, Tiergarten (Tiergarten)",2190,2583,3,"112,27",Penthouse,6 von 6,2019,Erstbezug,Fußbodenheizung,,
01/06/2020,Wohnung mieten,https://www.immobilienscout24.de/expose/118606029,"ERSTBEZUG! Hochwertige Neubauwohnung in Berlin-Tiergarten! 3 Terrassen, 3 Bäder, EBK, HWR!",,"10785 Berlin, Tiergarten (Tiergarten)",3264,3850,4,"167,36",Penthouse,6 von 6,2019,Erstbezug,Fußbodenheizung,,1 Stellplatz
01/06/2020,Wohnung mieten,https://www.immobilienscout24.de/expose/118606102,"ERSTBEZUG! Wunderschöne Penthousewohnung in TOP-Lage! 3 Terrassen, EBK, NEUBAU!",,"10785 Berlin, Tiergarten (Tiergarten)",3111,3670,4,160,Penthouse,6 von 6,2019,Erstbezug,Fußbodenheizung,,1 Stellplatz
01/06/2020,Wohnung mieten,https://www.immobilienscout24.de/expose/118606376,Möblierte Luxuswohnung zwischen Brandenburger Tor und Friedrichstraße!,,"10117 Berlin, Mitte (Mitte)",2225,2488,"2,5",90,Etagenwohnung,3,2014,Neuwertig,Fußbodenheizung,,1 Garage
01/06/2020,Wohnung mieten,https://www.immobilienscout24.de/expose/118626293,Durchdachtes Zuhause mit Einbauküche + spektakulärem Wasserblick + Garten + komfortable Services.,"Stralauer Allee 14,","10245 Berlin, Friedrichshain (Friedrichshain)",2200,2500,4,"99,17",Etagenwohnung,0 von 6,2019,Erstbezug,Fußbodenheizung,,
01/06/2020,Wohnung mieten,https://www.immobilienscout24.de/expose/118626323,WAVE: Erstbezug - familienfreundlich - Südbalkon - Spreeblick - Einbauküche - Dachgeschoss,"Stralauer Allee 13,","10245 Berlin, Friedrichshain (Friedrichshain)",2690,3090,4,"134,62",Dachgeschoss,6 von 6,2019,Erstbezug,Fußbodenheizung,,1 Tiefgaragen-Stellplatz
01/06/2020,Wohnung mieten,https://www.immobilienscout24.de/expose/118571741,++Studioappartement (möbliert) in Friedrichshain++,"Gürtelstraße 38,","10247 Berlin, Friedrichshain (Friedrichshain)",600,775,1,26,Etagenwohnung,5,2015,Neuwertig,Fernwärme,,
01/06/2020,Wohnung mieten,https://www.immobilienscout24.de/expose/118453211,Erstbezug in lichtdurchfluteter Familienwohnung mit großem Süd-West-Balkon,"Otto-Weidt-Platz 12,","10557 Berlin, Tiergarten (Tiergarten)",1872,2167,4,105,Etagenwohnung,3 von 6,2020,Erstbezug,Fernwärme,Nach Vereinbarung,1 Tiefgaragen-Stellplatz
01/06/2020,Wohnung mieten,https://www.immobilienscout24.de/expose/118493242,Apartment für 2 Studenten mit Terrasse über den Dächern von Berlin. Alles inklusive!,"Silbersteinstr. 131,","12051 Berlin, Neukölln (Neukölln)",610,610,1,"15,44",Etagenwohnung,6,2019,Erstbezug,Zentralheizung,Nein,
01/06/2020,Wohnung mieten,https://www.immobilienscout24.de/expose/118507877,"Erstbezug nach Sanierung: exklusive, geräumige 1-Zimmer-Wohnung mit EBK in Friedrichshain, Berlin","Fredersdorfer Strasse 11,","10243 Berlin, Friedrichshain (Friedrichshain)",715,795,1,37,Etagenwohnung,3 von 4,,Erstbezug nach Sanierung,,Nach Vereinbarung,
01/06/2020,Wohnung mieten,https://www.immobilienscout24.de/expose/118517118,Hier lässt es sich aushalten: ansprechende 3-Zi.-Wohnung,"Mariendorfer Weg 52,","12051 Berlin, Neukölln (Neukölln)",958,1128,3,"66,05",Etagenwohnung,1,2019,,Zentralheizung,,
01/06/2020,Wohnung mieten,https://www.immobilienscout24.de/expose/118517150,Schöne sonnige 3 Zimmerwohnung mit Balkon + EBK,"Mariendorfer Weg 48,","12051 Berlin, Neukölln (Neukölln)",958,1128,3,"66,03",Etagenwohnung,1,2019,,Zentralheizung,,
01/06/2020,Wohnung mieten,https://www.immobilienscout24.de/expose/118521084,Wohnen mit Design- Möblierung im Bötzowviertel Vis-'a-vis vom Volkspark,"Am Friedrichshain 2,","10407 Berlin - Prenzlauer Berg, Prenzlauer Berg (Prenzlauer Berg)","2077,50",2250,4,115,Etagenwohnung,,1906,Vollständig renoviert,Etagenheizung,Nach Vereinbarung,
