date_scraped,listing_type,expose_url,title,street,zipcode,cold_rent,warm_rent,rooms,square_meter,house_type,floor,year_built,object_condition,heating_type,pets_allowed,has_parking
01/06/2020,Wohnung mieten,https://www.immobilienscout24.de/expose/79468594,2 Bedroom Apartment Junior,"Otto-Braun Strasse 67,","10178 Berlin Mitte, Mitte (Mitte)",3390,3390,4,55,,,2013,Gepflegt,Fußbodenheizung,Ja,6 Garagen
01/06/2020,Wohnung mieten,https://www.immobilienscout24.de/expose/118479119,Vierraumwohnung im EG // EBK + ZWEI Terrassen + Erstbezug,"Heidestraße 19,","10557 Berlin, Tiergarten (Tiergarten)","2006,53","2353,48",4,"115,65",Erdgeschosswohnung,0 von 6,2019,Erstbezug,Fernwärme,Nach Vereinbarung,
01/06/2020,Wohnung mieten,https://www.immobilienscout24.de/expose/118737050,"Neubau, Erstbezug, möbliert, befristet, zentral","Genthiner Str. 46,","10785 Berlin, Tiergarten (Tiergarten)",895,895,1,42,Etagenwohnung,2,,Erstbezug,,,
01/06/2020,Wohnung mieten,https://www.immobilienscout24.de/expose/118490630,"mit blick auf die museumsinsel, die spree und den berliner dom (7.1 u. 7.3)",,"10178 Berlin, Mitte (Mitte)","6062,05","7762,05","8,5","391,1",Penthouse,7 von 8,2005,Neuwertig,Zentralheizung,Nach Vereinbarung,3 Tiefgaragen-Stellplätze
01/06/2020,Wohnung mieten,https://www.immobilienscout24.de/expose/108982092,"Hier brauchen Sie nur noch einziehen, denn ich bin vollmöbliert!!","Paul-Robeson-Strasse 43,","10439 Berlin, Prenzlauer Berg (Prenzlauer Berg)",1299,1489,2,"73,41",Etagenwohnung,4 von 6,1901,Gepflegt,Zentralheizung,Nach Vereinbarung,
01/06/2020,Wohnung mieten,https://www.immobilienscout24.de/expose/118505501,Erstbezug im Königstadt-Quartier! Geräumige 3-Zimmerwohnung in Friedrichshain,"Pauline-Staegemann-Str. 4,","10249 Berlin, Friedrichshain (Friedrichshain)",1685,1975,3,89,Etagenwohnung,2 von 9,2020,Erstbezug,Fernwärme,,
01/06/2020,Wohnung mieten,https://www.immobilienscout24.de/expose/114019935,"In Berlins bester, historischer Lage, 2 Dachterrassen, Concierge und TG-Stellplatz",,"10117 Berlin, Mitte (Mitte)",4400,"5322,50",3,123,Etagenwohnung,,2019,Erstbezug,Fußbodenheizung,,1 Tiefgaragen-Stellplatz
01/06/2020,Wohnung mieten,https://www.immobilienscout24.de/expose/114012650,"360 Grad Blick auf Berlins historische Mitte: Penthouse mit Belvedere, Komfort pur, Concierge u.v.m.",,"10117 Berlin, Mitte (Mitte)",5100,"6022,50",2,123,Penthouse,,2019,Erstbezug,Fußbodenheizung,,1 Tiefgaragen-Stellplatz
01/06/2020,Wohnung mieten,https://www.immobilienscout24.de/expose/115478066,"Luisenpark - 4 Zimmer mit Terrasse, Einbauküche, 2 Bädern im Erstbezug","Stallschreiberstraße 27,","10179 Berlin, Mitte (Mitte)",1799,2179,4,"95,8",Etagenwohnung,0,2019,Erstbezug,Fußbodenheizung,,
01/06/2020,Wohnung mieten,https://www.immobilienscout24.de/expose/118516836,Traumhafte Dachgeschosswohnung!!! +3 Zimmer + Terrasse + familienfreundliches Umfeld,"Mariendorfer Weg 50,","12051 Berlin, Neukölln (Neukölln)","1563,89","1783,89",3,"90,66",Etagenwohnung,6,2019,,Zentralheizung,,
01/06/2020,Wohnung mieten,https://www.immobilienscout24.de/expose/117359671,Wohlfühlkomfort *5 Zimmer mit Balkon und EBK*,"Heidestraße 19,","10557 Berlin, Tiergarten (Tiergarten)","2399,65","2752,54",5,"117,63",Etagenwohnung,4 von 6,2019,Erstbezug,Fernwärme,Nach Vereinbarung,
01/06/2020,Wohnung mieten,https://www.immobilienscout24.de/expose/88628990,2-Zimmer-Apartment mit großzügiger Terrasse am Leipziger Platz mit hauseigenem Gym for free,"Leipziger Platz 12,","10117 Berlin, Mitte (Mitte)","1929,50","2331,49",2,"89,33",Terrassenwohnung,3 von 1,2015,Neuwertig,Fußbodenheizung,Ja,1 Tiefgaragen-Stellplatz
01/06/2020,Wohnung mieten,https://www.immobilienscout24.de/expose/108376992,**Hochwertige 2-Zimmer-Wohnung in der pulsierenden Mitte Berlins mit tollem Ausblick!**,"Voßstr. 25,","10117 Berlin, Mitte (Mitte)","1170,59","1447,84",2,"61,61",Etagenwohnung,3 von 1,2015,Neuwertig,Fußbodenheizung,Nach Vereinbarung,Tiefgaragen-Stellplatz
01/06/2020,Wohnung mieten,https://www.immobilienscout24.de/expose/118917203,Mitte - First Occupancy - 2 room flat with balcony & fitted kitchen - Video viewing possible,,"10557 Berlin, Tiergarten (Tiergarten)",1159,1338,2,60,Etagenwohnung,2 von 5,2020,,,Ja,
01/06/2020,Wohnung mieten,https://www.immobilienscout24.de/expose/118694999,repräsentative 4 zi-whg vis-à-vis der museumsinsel aufzug concierge EBK balkon (2.3),,"10178 Berlin, Mitte (Mitte)","3216,57","3996,57",4,"185,5",Etagenwohnung,2 von 8,2004,Neuwertig,Zentralheizung,Nach Vereinbarung,2 Tiefgaragen-Stellplätze
01/06/2020,Wohnung mieten,https://www.immobilienscout24.de/expose/118704987,Komfortaltbau in der Münzstraße - Erstbezug nach umfassender Kernsanierung - Designausstattung -,"Münzstraße 10,","10178 Berlin, Mitte (Mitte)",1870,2064,2,75,Etagenwohnung,3,1869,Erstbezug nach Sanierung,Zentralheizung,,1 Stellplatz
01/06/2020,Wohnung mieten,https://www.immobilienscout24.de/expose/118701051,Komfortaltbau in der Münzstraße - Erstbezug nach umfassender Kernsanierung - Designausstattung -,"Münzstraße 10,","10178 Berlin, Mitte (Mitte)",3120,3473,3,135,Etagenwohnung,3,1869,Erstbezug nach Sanierung,Zentralheizung,,1 Stellplatz
01/06/2020,Wohnung mieten,https://www.immobilienscout24.de/expose/115320929,Click. Book. Live: Vollmöbliertes Single-Studio für Studenten,"Köpenicker Straße 43,","10179 Berlin, Mitte (Mitte)",538,715,1,20,Etagenwohnung,,2014,Neuwertig,Zentralheizung,Nein,
01/06/2020,Wohnung mieten,https://www.immobilienscout24.de/expose/118695261,4 zi-whg 2 balkone ebk aufzug concierge TG gg vom humboldtforum (5.1),,"10178 Berlin, Mitte (Mitte)","3617,60","4379,20",4,"190,4",Etagenwohnung,5 von 8,2004,Erstbezug nach Sanierung,Zentralheizung,Nach Vereinbarung,3 Tiefgaragen-Stellplätze
01/06/2020,Wohnung mieten,https://www.immobilienscout24.de/expose/113932406,"Lebenstraum erfüllen! Helle 3-Zi-Wohnung mit EBK, Erstbezug und großem Balkon.","Heidestraße 19,","10557 Berlin, Tiergarten (Tiergarten)","1543,19","1788,14",3,"81,65",Etagenwohnung,3 von 5,2019,Erstbezug,Fernwärme,Nach Vereinbarung,
01/06/2020,Wohnung mieten,https://www.immobilienscout24.de/expose/117360022,Lieblingsort *4 Zimmer mit 2 Balkone und EBK*,"Heidestraße 19,","10557 Berlin, Tiergarten (Tiergarten)","2173,57","2507,11",4,"111,18",Etagenwohnung,4 von 6,2019,Erstbezug,Fernwärme,Nach Vereinbarung,
01/06/2020,Wohnung mieten,https://www.immobilienscout24.de/expose/105921322,Schnell sein: 3 - 2 - 1 = meins,"Alex-Wedding Straße 3,","10178 Berlin, Mitte (Mitte)",570,660,1,"28,89",Etagenwohnung,6 von 11,,Neuwertig,,Nein,
01/06/2020,Wohnung mieten,https://www.immobilienscout24.de/expose/118638336,Ab ins neue Nest unweit vom Ring Center!,"Pettenkofer Straße 6,","10247 Berlin, Friedrichshain (Friedrichshain)","744,32","893,18",1,"46,52",Etagenwohnung,4 von 4,,Saniert,Zentralheizung,,
01/06/2020,Wohnung mieten,https://www.immobilienscout24.de/expose/116884141,Linked Living NEU in Berlin - Möbliert Wohnen in Mitte,"Michaelkirchstraße 21,","10179 Berlin, Mitte (Mitte)","644,11",749,1,"19,07",Etagenwohnung,6,2018,,Zentralheizung,,
01/06/2020,Wohnung mieten,https://www.immobilienscout24.de/expose/117132960,Feels like New York - Erstbezug im Penthouse „Gleispark“!,"Schöneberger Ufer 5C,","10785 Berlin, Kreuzberg (Kreuzberg)",3500,3985,4,150,Sonstige,5 von 5,2019,Neuwertig,Fußbodenheizung,,2 Garagen
01/06/2020,Wohnung mieten,https://www.immobilienscout24.de/expose/118574193,3-Zi Wohnung mit Terrasse über der Spree in Europa City,"Otto-Weidt Platz 16,","10557 Berlin, Mitte (Mitte)",1645,1900,3,"82,24",Etagenwohnung,1 von 7,2020,Erstbezug,Fußbodenheizung,,
01/06/2020,Wohnung mieten,https://www.immobilienscout24.de/expose/116463067,* Neubau * Erstbezug * Zentral und ruhig,"Wallstraße 19,","10179 Berlin, Mitte (Mitte)",1515,1740,3,"75,7",Etagenwohnung,3 von 7,2020,Erstbezug,Zentralheizung,Nach Vereinbarung,
01/06/2020,Wohnung mieten,https://www.immobilienscout24.de/expose/118695003,5 zi-whg an der museumsinsel 2 balkone aufzug concierge TG EBK (3.1),,"10178 Berlin, Mitte (Mitte)","3495,74","4340,74",5,"190,4",Etagenwohnung,3 von 8,2004,Neuwertig,Zentralheizung,Nach Vereinbarung,3 Tiefgaragen-Stellplätze
01/06/2020,Wohnung mieten,https://www.immobilienscout24.de/expose/117227442,Kleines Single Appartment in Herzen von F-Hain NUR /Freiberufler/Anwälte/Selbstständige,"Gabriel-Max-Straße ZI,","10245 Berlin, Friedrichshain (Friedrichshain)",521,671,1,32,,3 von 5,,,,,
01/06/2020,Wohnung mieten,https://www.immobilienscout24.de/expose/117741806,"Herrliche, ruhige 3-Zimmer-Wohnung mit großer Südloggia im Grünen in Toplage Berlin Mitte","Scharnhorststr. 31,","10115 Berlin, Mitte (Mitte)",1800,1995,3,90,Etagenwohnung,2 von 6,2015,Neuwertig,Fußbodenheizung,Ja,1 Tiefgaragen-Stellplatz
01/06/2020,Wohnung mieten,https://www.immobilienscout24.de/expose/117436379,Büro in Premiumlage mit Garten,,"10117 Berlin, Mitte (Mitte)",3000,3250,3,126,Erdgeschosswohnung,0 von 2,,,Fußbodenheizung,,
01/06/2020,Wohnung mieten,https://www.immobilienscout24.de/expose/101607346,Luxus ganz oben * zentral und ruhig * 2 Balkone * Bestlage * Zentral,"Beuthstraße 11,","10117 Berlin, Mitte (Mitte)",1400,1600,2,"69,9",Dachgeschoss,7 von 7,2015,Neuwertig,Fernwärme,Nach Vereinbarung,1 Tiefgaragen-Stellplatz
01/06/2020,Wohnung mieten,https://www.immobilienscout24.de/expose/118400280,Fully-furnished 2 room flat with balcony - Video viewing possible,,"10557 Berlin, Tiergarten (Tiergarten)",1323,1547,2,60,Etagenwohnung,1 von 5,2020,Erstbezug,,Nach Vereinbarung,Tiefgaragen-Stellplatz
01/06/2020,Wohnung mieten,https://www.immobilienscout24.de/expose/118400393,Furnished 2 room apartment with Balcony - Video Viewing Possible,,"10557 Berlin, Mitte (Mitte)",1298,1514,2,58,Etagenwohnung,1 von 5,2020,,,Nach Vereinbarung,Tiefgaragen-Stellplatz
01/06/2020,Wohnung mieten,https://www.immobilienscout24.de/expose/113505600,Wohnhighlight am Kanal in bester Lage. Einbauküche und Erstbezug inklusive!,"Heidestraße 19,","10557 Berlin, Tiergarten (Tiergarten)","1880,75","2158,01",4,"92,42",Etagenwohnung,3 von 5,2019,Erstbezug,Fernwärme,Nach Vereinbarung,
01/06/2020,Wohnung mieten,https://www.immobilienscout24.de/expose/117224141,2 Zimmer Whg im Herzen von Kreuzberg NUR /Freiberufler/Anwälte/Selbstständige,"Kreuzbergstraße ZI,","10965 Berlin, Kreuzberg (Kreuzberg)",909,1059,2,82,,1 von 5,,,Fernwärme,,
01/06/2020,Wohnung mieten,https://www.immobilienscout24.de/expose/118753577,"Neubau, Balkon, Dusch- und sep. Wannenbad, Fußbodenheizung","Flottwellstraße 23,","10785 Berlin, Kreuzberg (Kreuzberg)","1832,98","2147,98",4,"114,49",Etagenwohnung,5,2015,Gepflegt,Zentralheizung,,
01/06/2020,Wohnung mieten,https://www.immobilienscout24.de/expose/118767341,Living in Berlin's most trendy and charming quarter,"Boyenstraße 31,","10115 Berlin, Mitte (Mitte)",700,750,1,15,Etagenwohnung,3,,Modernisiert,Zentralheizung,Nein,
01/06/2020,Wohnung mieten,https://www.immobilienscout24.de/expose/118478562,TOP Zweiraumwohnung // EBK + Balkon + Erstbezug,"Heidestraße 19,","10557 Berlin, Tiergarten (Tiergarten)","1115,09","1310,72",2,"65,21",Etagenwohnung,1 von 5,2019,Erstbezug,Fernwärme,Nach Vereinbarung,
01/06/2020,Wohnung mieten,https://www.immobilienscout24.de/expose/118478863,Wasserstadt-Mitte!!! // 2 Zi.Whg. EBK + 2x Balkon + Erstbezug,"Heidestraße 19,","10557 Berlin, Tiergarten (Tiergarten)","1141,95","1340,55",2,"66,2",Etagenwohnung,1 von 5,2019,Erstbezug,Fernwärme,Nach Vereinbarung,
01/06/2020,Wohnung mieten,https://www.immobilienscout24.de/expose/93297098,Prenzlauer Berg Kiez - Tolle Singlewohnung - Laminat - Duschbad - ca. 36 m² - 602 € warm,"Danziger Str. 108,","10405 Berlin, Prenzlauer Berg (Prenzlauer Berg)",507,602,1,"36,06",Etagenwohnung,0 von 5,1901,Modernisiert,Zentralheizung,Nach Vereinbarung,
01/06/2020,Wohnung mieten,https://www.immobilienscout24.de/expose/83178044,"2-Zi.-Whg, in toller Lage in Friedrichshain, KfW40, neuwertig",,"10245 Berlin, Friedrichshain (Friedrichshain)",1050,1240,2,"64,5",Etagenwohnung,1 von 5,2015,Neuwertig,Fußbodenheizung,Nein,1 Tiefgaragen-Stellplatz
01/06/2020,Wohnung mieten,https://www.immobilienscout24.de/expose/118379190,Erstbezug: 2 Zimmerwohnungen WG-geeignet-Erstbezug nach Neubau der 5 Etage,"Ruppinerstraße. 36,","13355 Berlin, Wedding (Wedding)",1120,1229,2,70,Etagenwohnung,5 von 5,1956,Erstbezug,Fußbodenheizung,,
01/06/2020,Wohnung mieten,https://www.immobilienscout24.de/expose/109887293,schöne 2 Zimmer Loft Wohnung in Mitte,,"10119 Berlin, Mitte (Mitte)",1300,1500,2,57,Loft,1 von 4,1900,,Zentralheizung,,
01/06/2020,Wohnung mieten,https://www.immobilienscout24.de/expose/118481287,Charmantes 1-Zimmer Apartment in ruhiger Lage !,"Pettenkoferstraße 6,","10247 Berlin, Friedrichshain (Friedrichshain)","744,32","893,18",1,"46,52",Etagenwohnung,4 von 5,1900,Gepflegt,Zentralheizung,,
01/06/2020,Wohnung mieten,https://www.immobilienscout24.de/expose/118503645,Freshly renovated apartment in Berlin Mitte,"Klara Franke Straße 16,","10557 Berlin, Tiergarten (Tiergarten)",620,670,1,12,Etagenwohnung,2,,Modernisiert,Zentralheizung,Nein,
01/06/2020,Wohnung mieten,https://www.immobilienscout24.de/expose/118737274,Modern apartment close to central station in a popular and trendy neighborhood,"Klara Franke Straße 16,","10557 Berlin, Tiergarten (Tiergarten)",640,690,1,13,Etagenwohnung,4,,Modernisiert,Zentralheizung,Nein,
01/06/2020,Wohnung mieten,https://www.immobilienscout24.de/expose/118750793,2-Zimmer Wohnung in der nähe vom Schloss Charlottenburg!,"Huttenstr. 30,","10553 Berlin, Tiergarten (Tiergarten)","379,19","469,19",2,51,Etagenwohnung,1,1910,Gepflegt,Zentralheizung,Nach Vereinbarung,
01/06/2020,Wohnung mieten,https://www.immobilienscout24.de/expose/118480466,Vollständig möblierte Zweiraumwohnung an der Oberbaumbrücke !,"Warschauer Straße 46,","10243 Berlin, Friedrichshain (Friedrichshain)","1261,80","1463,69",2,"63,09",Etagenwohnung,4 von 5,1900,Modernisiert,Zentralheizung,,
01/06/2020,Wohnung mieten,https://www.immobilienscout24.de/expose/117764868,zentral gelegenes Mikroapartment*Neubau*EBK*Parkett*Balkon*ruhige Lage in Berlin-Mitte,"Spenerstraße 10,","10557 Berlin, Tiergarten (Tiergarten)",801,899,1,"28,9",,,2019,Erstbezug,Fußbodenheizung,Nach Vereinbarung,
01/06/2020,Wohnung mieten,https://www.immobilienscout24.de/expose/117765161,Exklusiv Wohnen in einem historischen Altbau!,,"10117 Berlin, Mitte (Mitte)","2366,16","3146,16",3,143,Sonstige,,1899,Neuwertig,Zentralheizung,,Tiefgaragen-Stellplatz
01/06/2020,Wohnung mieten,https://www.immobilienscout24.de/expose/117766309,Atemberaubendes Penthouse mit großzügiger Terrasse und Sauna,"Sigismundstraße 6,","10785 Berlin, Tiergarten (Tiergarten)",4000,4305,4,208,Sonstige,4 von 4,2018,,Fußbodenheizung,,Tiefgaragen-Stellplatz
01/06/2020,Wohnung mieten,https://www.immobilienscout24.de/expose/117767664,Penthouse-Feeling deluxe - Weitblick über Berlins Dächer!,"Oranienplatz 2,","10969 Berlin, Kreuzberg (Kreuzberg)",3320,3780,3,207,Sonstige,,1904,Neuwertig,Zentralheizung,,
01/06/2020,Wohnung mieten,https://www.immobilienscout24.de/expose/117992919,Modern apartment close to central station in a popular and trendy neighborhood,"Klara Franke Straße 12,","10557 Berlin, Tiergarten (Tiergarten)",700,750,1,16,Etagenwohnung,2,,Modernisiert,Zentralheizung,Nein,
01/06/2020,Wohnung mieten,https://www.immobilienscout24.de/expose/117999261,Maisonette-Wohnung zur teilgewerblichen Nutzung!,"Behrenstraße 28,","10117 Berlin, Mitte (Mitte)",2300,2879,3,167,Sonstige,8 von 8,1999,Neuwertig,Zentralheizung,,1 Stellplatz
01/06/2020,Wohnung mieten,https://www.immobilienscout24.de/expose/118007560,Erstklassiges Domizil mit Blick auf den Potsdamer Platz!,,"10785 Berlin, Tiergarten (Tiergarten)",2000,"2948,52",2,142,Sonstige,,2000,,Fußbodenheizung,,Tiefgaragen-Stellplatz
01/06/2020,Wohnung mieten,https://www.immobilienscout24.de/expose/116331945,Modernes möbliertes 2-Zimmer-Apartment mit Balkon im luxuriösen High-Park,,"10963 Berlin / Mitte, Tiergarten (Tiergarten)",1500,1500,2,"43,5",Etagenwohnung,9 von 14,2018,Neuwertig,Fußbodenheizung,,
01/06/2020,Wohnung mieten,https://www.immobilienscout24.de/expose/116562448,Modern apartment close to central station in a popular and trendy neighborhood,"Klara Franke Straße 8,","10557 Berlin, Tiergarten (Tiergarten)",780,830,1,21,Etagenwohnung,5,,Modernisiert,Zentralheizung,Nein,
01/06/2020,Wohnung mieten,https://www.immobilienscout24.de/expose/116852715,Modern apartment close to central station in a popular and trendy neighborhood,"Klara Franke Straße 16,","10557 Berlin, Tiergarten (Tiergarten)",640,690,1,14,Etagenwohnung,6,,Modernisiert,Zentralheizung,Nein,
01/06/2020,Wohnung mieten,https://www.immobilienscout24.de/expose/116965536,Living in Berlin's most trendy and charming quarter,"Chausseestraße 58,","10115 Berlin, Mitte (Mitte)",740,790,1,12,Etagenwohnung,1,,Modernisiert,Zentralheizung,Nein,
01/06/2020,Wohnung mieten,https://www.immobilienscout24.de/expose/116990258,2-Zimmer Wohnung mit Einbauküche,"Margarete-Walter-Straße 9,","10407 Berlin, Prenzlauer Berg (Prenzlauer Berg)",1000,1150,2,"51,75",Erdgeschosswohnung,,1930,,Fernwärme,,
01/06/2020,Wohnung mieten,https://www.immobilienscout24.de/expose/117065955,Modern apartment close to central station in a popular and trendy neighborhood,"Klara Franke Straße 16,","10557 Berlin, Tiergarten (Tiergarten)",660,710,1,10,Etagenwohnung,,,Modernisiert,Zentralheizung,Nein,
01/06/2020,Wohnung mieten,https://www.immobilienscout24.de/expose/117066943,Luxuriöse Neubau-Dachgeschosswohung in Top-Lage!,"Torstraße 231,","10115 Berlin, Mitte (Mitte)",4650,"5499,30",5,218,Penthouse,5 von 5,2017,Neuwertig,Fußbodenheizung,,1 Stellplatz
01/06/2020,Wohnung mieten,https://www.immobilienscout24.de/expose/117124279,umfassend modernisierte Wohnung mit Duschbad und Parkettboden,"Wriezener Karree 8,","10243 Berlin, Friedrichshain (Friedrichshain)",835,950,2,"37,24",Etagenwohnung,6 von 6,1986,,Fernwärme,,
01/06/2020,Wohnung mieten,https://www.immobilienscout24.de/expose/117500971,Möblierte Penthouse Wohnung mit großzügiger Dachterrasse in Prenzlauer Berg,,"10409 Berlin / Prenzlauer Berg, Prenzlauer Berg (Prenzlauer Berg)",2250,2595,4,134,Penthouse,6 von 6,1999,Gepflegt,Zentralheizung,,
01/06/2020,Wohnung mieten,https://www.immobilienscout24.de/expose/117762808,Living in Berlin's most trendy and charming quarter,"Boyenstraße 31,","10115 Berlin, Mitte (Mitte)",780,830,1,14,Etagenwohnung,3,,Modernisiert,Zentralheizung,Nein,
01/06/2020,Wohnung mieten,https://www.immobilienscout24.de/expose/117764153,Modern apartment close to central station in a popular and trendy neighborhood,"Klara Franke Straße 12,","10557 Berlin, Tiergarten (Tiergarten)",680,730,1,14,Etagenwohnung,3,,Modernisiert,Zentralheizung,Nein,
01/06/2020,Wohnung mieten,https://www.immobilienscout24.de/expose/116330758,Living in the heart of Berlin,"Sonntagstraße 1,","10245 Berlin, Friedrichshain (Friedrichshain)",840,890,1,24,Etagenwohnung,4,,Modernisiert,Zentralheizung,Nein,
01/06/2020,Wohnung mieten,https://www.immobilienscout24.de/expose/115313751,2 Zimmer im Hinterhaus,"Boddinstraße 65,","12053 Berlin, Neukölln (Neukölln)",1250,1365,2,"66,5",Etagenwohnung,2 von 5,1906,,Etagenheizung,,
01/06/2020,Wohnung mieten,https://www.immobilienscout24.de/expose/115348565,Erstbezug nach umfassender Modernisierung - Barrierereduzierte Wohnungen im Erdgeschoss,"Bachstraße 4,","10555 Berlin, Tiergarten (Tiergarten)","1050,25",1220,2,"56,25",Erdgeschosswohnung,,1976,,Fernwärme,,
01/06/2020,Wohnung mieten,https://www.immobilienscout24.de/expose/115471950,Komplett sanierte 3 Zimmer Wohnung mit Einbauküche und Balkon - auf der Sonnenallee,"Sonnenallee 99,","12045 Berlin, Neukölln (Neukölln)",1500,1645,3,73,Etagenwohnung,1 von 5,1900,,Etagenheizung,,
01/06/2020,Wohnung mieten,https://www.immobilienscout24.de/expose/115511927,Hochwertiger Neubau mit Wasserblick und einer Gemeinschaftsdachterrasse,,"10245 Berlin / Friedrichshain, Friedrichshain (Friedrichshain)",2575,2925,3,103,Etagenwohnung,2 von 6,2019,Erstbezug,Fußbodenheizung,Nein,1 Außenstellplatz
01/06/2020,Wohnung mieten,https://www.immobilienscout24.de/expose/115654688,umfassend modernisierte Wohnung mit Duschbad und Parkettboden,"Wriezener Karree 8,","10243 Berlin, Friedrichshain (Friedrichshain)",710,800,2,"28,76",Etagenwohnung,6 von 6,1986,,Fernwärme,,
01/06/2020,Wohnung mieten,https://www.immobilienscout24.de/expose/115654847,umfassend modernisierte Wohnung mit Balkon und Duschbad,"Wriezener Karree 8,","10243 Berlin, Friedrichshain (Friedrichshain)",970,1100,2,"42,35",Etagenwohnung,6 von 6,1986,,Fernwärme,,
01/06/2020,Wohnung mieten,https://www.immobilienscout24.de/expose/115673297,umfassend modernisierte Wohnung mit Duschbad und Parkettboden,"Wriezener Karree 8,","10243 Berlin, Friedrichshain (Friedrichshain)",570,650,1,"25,63",Etagenwohnung,6 von 6,1986,,Fernwärme,,
01/06/2020,Wohnung mieten,https://www.immobilienscout24.de/expose/115762761,Modernes Studio mit EBK! Concierge und Supermarkt im Haus!,"Genthiner Str. 46,","10785 Berlin, Tiergarten (Tiergarten)",620,688,1,25,Etagenwohnung,1 von 6,2019,Erstbezug,Fernwärme,,
01/06/2020,Wohnung mieten,https://www.immobilienscout24.de/expose/116235044,Lebensqualität pur – Welcome to the “Upper Eastside Berlin”!,"Unter den Linden 16,","10117 Berlin, Mitte (Mitte)","3597,40","4887,40",3,260,Sonstige,,2011,Neuwertig,Fußbodenheizung,,Tiefgaragen-Stellplatz
01/06/2020,Wohnung mieten,https://www.immobilienscout24.de/expose/116321407,"Neubau, Duschbad, Einbauküche, Fußbodenheizung, Balkon, nähe Potsdamer Platz am Anhalter Bahnhof","Stresemannstraße 61,","10963 Berlin, Kreuzberg (Kreuzberg)","1023,30","1181,30",2,"60,55",Etagenwohnung,2,2019,Neuwertig,Zentralheizung,,
01/06/2020,Wohnung mieten,https://www.immobilienscout24.de/expose/116325838,Stilvolle Dachgeschosswohnung mit Aufdachterrasse - Erstbezug!,"Malmöer Straße, WE46 23,","10439 Berlin, Prenzlauer Berg (Prenzlauer Berg)",2950,3360,4,164,Sonstige,,2019,Neuwertig,Etagenheizung,,
01/06/2020,Wohnung mieten,https://www.immobilienscout24.de/expose/102661643,Erstbezug nach umfassender Modernisierung,"Jagowstraße 16,","10555 Berlin, Tiergarten (Tiergarten)","1481,40",1660,3,"85,64",Etagenwohnung,3 von 7,1900,,Zentralheizung,,
01/06/2020,Wohnung mieten,https://www.immobilienscout24.de/expose/108870509,"""High Park"" vollmöblierte Wohnung mit Concierge und Wasserblick","Gabriele-Tergit-Promenade 21,","10963 Berlin, Tiergarten (Tiergarten)",1200,1524,2,45,Etagenwohnung,5 von 11,2018,Neuwertig,Fußbodenheizung,,1 Stellplatz
01/06/2020,Wohnung mieten,https://www.immobilienscout24.de/expose/110442410,Jugenstil-Komfortaltbau in der Rykestraße 50 - Umfassende Kernsanierung - Erstbezug -,"Rykestraße 50,","10405 Berlin, Prenzlauer Berg (Prenzlauer Berg)",1344,1451,2,"48,86",Etagenwohnung,1,1900,Erstbezug nach Sanierung,Zentralheizung,Ja,1 Stellplatz
01/06/2020,Wohnung mieten,https://www.immobilienscout24.de/expose/111095047,Luxuriöser Neubau mit 2 Balkonen ! WG-geeignet !,"Boyenstraße 33,","10115 Berlin, Mitte (Mitte)","1866,26","2195,60",4,"109,78",Etagenwohnung,1 von 6,2017,Neuwertig,Fernwärme,,
01/06/2020,Wohnung mieten,https://www.immobilienscout24.de/expose/114068835,Einzigartige Lage mit Blick auf den Potsdamer Platz!,,"10117 Berlin / Mitte, Mitte (Mitte)",1390,1685,2,"73,78",Etagenwohnung,7 von 9,1995,Saniert,Zentralheizung,,1 Tiefgaragen-Stellplatz
01/06/2020,Wohnung mieten,https://www.immobilienscout24.de/expose/115063821,Erstbezug nach umfassender Modernisierung,"Essener Straße 2,","10555 Berlin, Tiergarten (Tiergarten)",2100,2450,4,"140,16",Etagenwohnung,3 von 7,1910,,Zentralheizung,,
01/06/2020,Wohnung mieten,https://www.immobilienscout24.de/expose/115271972,Erstbezug nach umfassender Modernisierung - Barrierereduzierte Wohnungen im Erdgeschoss,"Bachstraße 4,","10555 Berlin, Tiergarten (Tiergarten)","900,24",1050,1,"48,26",Erdgeschosswohnung,,1976,,Fernwärme,,
01/06/2020,Wohnung mieten,https://www.immobilienscout24.de/expose/115291307,"Dachgeschosswohnung mit Einbauküche, Terrasse, 2 Bädern und Parkett","Neue Roßstraße 20,","10179 Berlin, Mitte (Mitte)",2510,2850,4,"127,66",Dachgeschoss,8 von 9,1986,,Fernwärme,,
01/06/2020,Wohnung mieten,https://www.immobilienscout24.de/expose/79469592,1 Bedroom Apartment Mini,"Otto-Braun Strasse 67,","10178 Berlin Mitte, Mitte (Mitte)",1690,1690,2,25,Etagenwohnung,,2013,Gepflegt,Fußbodenheizung,Ja,6 Garagen
01/06/2020,Wohnung mieten,https://www.immobilienscout24.de/expose/118164137,"mit blick auf die museumsinsel, die spree und den berliner dom (8.1)",,"10178 Berlin, Mitte (Mitte)","4034,20","4884,20","4,5","175,4",Penthouse,8 von 8,2005,Neuwertig,Zentralheizung,Nach Vereinbarung,3 Tiefgaragen-Stellplätze
01/06/2020,Wohnung mieten,https://www.immobilienscout24.de/expose/118164431,3 zi.whg an der spree gg museumsinsel mit concierge aufzug balkon EBK TG (6.5),,"10178 Berlin, Mitte (Mitte)",2448,3078,3,150,Etagenwohnung,6 von 8,2005,Neuwertig,Zentralheizung,Nach Vereinbarung,3 Tiefgaragen-Stellplätze
